"UUID","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS"
"c79dd6cd-8c58-480e-9460-e8adcd0c6b6a","Rochefort","char-offset:41890","PLACE","http://sws.geonames.org/2983276","Rochefort","45.93333","-0.98333","","UNVERIFIED","",""
"c1482f43-82ec-4332-b608-9b3a4b5f5051","Bicetre","char-offset:43286","PLACE","","","","","","UNVERIFIED","",""
"8d4345cc-74ac-49f4-adb5-b42a87e50c78","St. Urbain","char-offset:44255","PLACE","","","","","","UNVERIFIED","",""
"e2ba06d9-7e7f-44e0-ba06-49b7c87e076c","France","char-offset:48563","PLACE","http://sws.geonames.org/3017382","France","46.557575440537526","2.5522572848112075","","UNVERIFIED","",""
"fd8cdbcb-f880-4e21-8373-94bcf4b5ef3b","Léonie","char-offset:66116","PLACE","","","","","","UNVERIFIED","",""
"b983bab6-80a8-4f9c-9994-44e57232e651","Surrey","char-offset:72964","PLACE","http://sws.geonames.org/5692466","Surrey","48.2364","-101.13349","","UNVERIFIED","",""
"983c4ab4-3693-4a24-a606-91a8278e609c","South","char-offset:73601","PLACE","http://sws.geonames.org/3337406","South","64.14620971568705","-19.17522938106053","","UNVERIFIED","",""
"7ac5ff3a-a882-4ab5-a7bd-8be6ea817bb0","Portsmouth","char-offset:73613","PLACE","http://sws.geonames.org/5091383","Portsmouth","43.07176","-70.76255","","UNVERIFIED","",""
"411587d7-43c5-4080-b6cf-904af3e216f9","London","char-offset:73715","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"9b2932b3-a7d6-4255-beeb-4e9bfd2b3b3a","Hindhead","char-offset:73835","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"2c12142a-688e-4b5b-bd13-8f5e98195a4e","Selborne","char-offset:73995","PLACE","","","","","","UNVERIFIED","",""
"8034e318-5ddc-4c71-a37d-1c6cbb2b642f","White 's Selborne","char-offset:74005","PLACE","","","","","","UNVERIFIED","",""
"a558c676-b470-4a03-921e-d3e99fefc077","Liphook Common","char-offset:74073","PLACE","","","","","","UNVERIFIED","",""
"b188e8f9-8cdf-4395-b9db-f4857d41af99","Willington","char-offset:75708","PLACE","http://sws.geonames.org/2633898","Willington","52.13409","-0.37235","","UNVERIFIED","",""
"61f0173a-412b-484b-a7c7-b3efeea39883","London","char-offset:76715","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"8c8417ed-424b-475b-bd22-759cb4412fc4","Park Lane","char-offset:76876","PLACE","","","","","","UNVERIFIED","",""
"2e34082b-1e92-4101-bb17-942d0f2922e2","Sanscrit","char-offset:77090","PLACE","","","","","","UNVERIFIED","",""
"9cd23f32-a772-4ed7-8b90-d64490c7b467","Hindhead","char-offset:80574","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"f463e54b-5941-41c1-8fc4-433aa5e334e3","Hindhead","char-offset:81791","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"4bb2e033-7657-45c2-8953-9de35de6087b","Miss C.","char-offset:84144","PLACE","","","","","","UNVERIFIED","",""
"23062b8b-61e9-4df8-a47e-429d9cbd76e9","Hindhead","char-offset:84311","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"d6496fb6-5955-48cb-9f7d-df3e653ecc47","Wimbledon","char-offset:84396","PLACE","","","","","","UNVERIFIED","",""
"c17839c6-358a-45b5-b279-0741ec49633f","Hindhead","char-offset:85705","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"c0a43e79-ad34-46bb-a3d9-cac0d051aaa6","Shorncliffe","char-offset:91073","PLACE","http://sws.geonames.org/2149586","Shorncliffe","-27.32759","153.08161","","UNVERIFIED","",""
"f2bf3508-50d1-40d5-982c-3a0aaa0f71ef","Podmore","char-offset:95238","PLACE","","","","","","UNVERIFIED","",""
"d7577d09-7022-4430-9f13-18645e11b3eb","Kildare Gardens","char-offset:96076","PLACE","","","","","","UNVERIFIED","",""
"a1c2237b-5044-4bdb-9a42-516790edbec4","Hogarth Road","char-offset:96218","PLACE","","","","","","UNVERIFIED","",""
"1b382770-96a1-4f9d-97d2-5ed82d191cbc","Southall","char-offset:96684","PLACE","http://sws.geonames.org/2637490","Southall","51.50896","-0.3713","","UNVERIFIED","",""
"7add5d7d-afe2-473e-a3e4-6f034fe9c4e1","Kew","char-offset:96795","PLACE","http://sws.geonames.org/2161540","Kew","-37.80639","145.03086","","UNVERIFIED","",""
"e6356631-998b-4e69-927a-cfebce54e27f","Kew","char-offset:97018","PLACE","http://sws.geonames.org/2161540","Kew","-37.80639","145.03086","","UNVERIFIED","",""
"519e260a-38aa-4cdb-83bb-7a21ad3971f2","Kew","char-offset:97094","PLACE","http://sws.geonames.org/2161540","Kew","-37.80639","145.03086","","UNVERIFIED","",""
"643e7aa8-1ab1-4561-9850-548883cdca9e","Norland Square","char-offset:97937","PLACE","","","","","","UNVERIFIED","",""
"5dee05dc-0f80-4225-8252-bf017a0622c1","Burmah","char-offset:98934","PLACE","http://sws.geonames.org/1327865","Myanmar","21.136310579542496","96.52116452554377","","UNVERIFIED","",""
"ebfe8649-8fb3-4e2b-bc96-e9a8742dec72","South Kensington","char-offset:99136","PLACE","http://sws.geonames.org/4369976","South Kensington","39.019","-77.07998","","UNVERIFIED","",""
"77192a41-2afa-43d3-b53b-06ff2872fc05","England","char-offset:99312","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"6a68311f-5022-46db-8af4-58662960b95b","Rangoon","char-offset:99366","PLACE","http://sws.geonames.org/1298824","Yangon","16.80528","96.15611","","UNVERIFIED","",""
"97ef0ab5-c697-47b1-92d4-597019fa4808","London","char-offset:101581","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"64d5efc7-8e7b-4dd8-b057-b4807612f6ff","Dalston","char-offset:101658","PLACE","","","","","","UNVERIFIED","",""
"144db3b2-5e36-4ef0-a450-f36877a0a26d","Pall Mall","char-offset:102710","PLACE","","","","","","UNVERIFIED","",""
"0278683e-43b8-4eea-842c-c050b621adcc","India","char-offset:104032","PLACE","http://pleiades.stoa.org/places/50004","India","22.5","77.5","region","UNVERIFIED","",""
"d7bc72c6-8048-4302-972c-02fcd27b0168","London","char-offset:104407","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"3d065fab-35a7-4e63-9f85-3cb80e99bdb6","Greenwich","char-offset:105761","PLACE","http://sws.geonames.org/2207796","Greenwich","-33.83954","151.183","","UNVERIFIED","",""
"c2a26919-917b-42da-b3be-0314ce45caa6","Vicarage","char-offset:106790","PLACE","","","","","","UNVERIFIED","",""
"a20016d9-7c06-412d-91a6-f45fe9c07265","Somerset","char-offset:108538","PLACE","http://sws.geonames.org/4308922","Somerset","37.09202","-84.60411","","UNVERIFIED","",""
"53ebb747-7483-4169-a3f9-9378652ffa9e","England","char-offset:109123","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"9150969c-ac02-4f96-ad43-7ee8032e5c9f","France","char-offset:110121","PLACE","http://sws.geonames.org/3017382","France","46.557575440537526","2.5522572848112075","","UNVERIFIED","",""
"6090e49b-ffb8-4318-9ff3-790085326dfd","England","char-offset:110132","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"5092a78f-c210-4549-8e2a-6ffc6fee9444","St. Heliers","char-offset:110816","PLACE","","","","","","UNVERIFIED","",""
"54572430-1217-41f5-a3fc-30bcc22bb8aa","Bouley Bay","char-offset:110833","PLACE","","","","","","UNVERIFIED","",""
"3d8cb822-5e38-4440-b4d1-a6b113dea3c9","Leeds","char-offset:112003","PLACE","http://sws.geonames.org/2644688","Leeds","53.79648","-1.54785","","UNVERIFIED","",""
"24121f53-5201-4909-87a2-66e3cad710b0","Jersey","char-offset:112076","PLACE","http://sws.geonames.org/3042142","Jersey","49.22298384935468","-2.1483695841267587","","UNVERIFIED","",""
"eb3a2d35-7d94-480e-a92e-61b2d5c412de","North Britain","char-offset:112556","PLACE","","","","","","UNVERIFIED","",""
"cb034c09-7962-4dce-9329-54458dfdabb6","India","char-offset:112628","PLACE","http://pleiades.stoa.org/places/50004","India","22.5","77.5","region","UNVERIFIED","",""
"37a90bd6-60e9-40ea-a38f-13270fe4d963","Bundelcund","char-offset:112787","PLACE","","","","","","UNVERIFIED","",""
"b5497f01-e55f-49ec-bcf2-f43e80a80b1d","India","char-offset:112799","PLACE","http://pleiades.stoa.org/places/50004","India","22.5","77.5","region","UNVERIFIED","",""
"43204789-db31-4c68-bcf9-c1568037be02","England","char-offset:114687","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"acaee640-8c89-4210-bc40-2334ae58eef4","India","char-offset:114995","PLACE","http://pleiades.stoa.org/places/50004","India","22.5","77.5","region","UNVERIFIED","",""
"4395acc3-6bdd-4ffd-aad9-ffe00567ba5b","Nottingham","char-offset:115619","PLACE","http://sws.geonames.org/2641170","Nottingham","52.9536","-1.15047","","UNVERIFIED","",""
"2ed93e93-e33e-47cf-bf10-a965afa71876","Myton Gate","char-offset:115890","PLACE","","","","","","UNVERIFIED","",""
"6edd44c7-80c4-4d3c-9966-6622735ff27b","Sydney Villa","char-offset:116930","PLACE","","","","","","UNVERIFIED","",""
"f12833de-4379-43b9-ba0c-54e2074fba9b","Ratcliffe Road","char-offset:116944","PLACE","","","","","","UNVERIFIED","",""
"53ed5a71-966d-4e41-a07b-0ac91e882f67","Gray Street","char-offset:119275","PLACE","","","","","","UNVERIFIED","",""
"d2e29bf0-7516-4a3f-b3f4-48220e339fa8","Dundee","char-offset:119335","PLACE","http://sws.geonames.org/1007400","Dundee","-28.16678","30.23371","","UNVERIFIED","",""
"4ca6b27c-663c-4167-bd12-6d036ec3ce46","Northgate","char-offset:121530","PLACE","http://sws.geonames.org/4519938","Northgate","39.25283","-84.59245","","UNVERIFIED","",""
"d527422e-d668-4b91-a168-16a29c6dbcd1","Dundee","char-offset:123050","PLACE","http://sws.geonames.org/1007400","Dundee","-28.16678","30.23371","","UNVERIFIED","",""
"f0c0fb9b-97cb-4bea-b18e-72aaf7be1850","Manchester","char-offset:123440","PLACE","http://sws.geonames.org/2643123","Manchester","53.48095","-2.23743","","UNVERIFIED","",""
"4a441a98-ef53-4ae2-987d-50e1a1b36951","Castle Street","char-offset:123597","PLACE","","","","","","UNVERIFIED","",""
"3709f489-24a1-4315-bcfd-34a33f0ddb20","Yorkshire","char-offset:127152","PLACE","http://sws.geonames.org/5145250","Yorkshire","42.53006","-78.4728","","UNVERIFIED","",""
"e68999af-4f5b-435e-9fb5-e4d2f3bacf3d","Pembrokeshire","char-offset:127690","PLACE","http://dare.ht.lu.se/places/44417","Wiston, Pembrokeshire","51.831763","-4.8661625","","UNVERIFIED","",""
"284ad662-2550-45a3-8700-37179adfdee4","Ohio","char-offset:130178","PLACE","http://sws.geonames.org/5165418","Ohio","40.416415222506814","-82.71078831032283","","UNVERIFIED","",""
"c366bf29-7125-415d-9971-47801a9df69c","England","char-offset:131600","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"fc519676-82d2-46fe-9973-c64b7fe24980","Darlington","char-offset:133912","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"717075a6-196b-4166-b337-2b334da51d10","Darlington","char-offset:134121","PLACE","http://sws.geonames.org/2073139","Darlington","-35.03333","138.56667","","UNVERIFIED","",""
"10d6ca4a-3879-4653-9ad0-7e1635ea5df3","Lerici","char-offset:135715","PLACE","http://sws.geonames.org/3174856","Lerici","44.07587","9.91121","","UNVERIFIED","",""
"3faaf913-3aef-45d6-80c3-7b96ed581df8","England","char-offset:146014","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"e46c5f18-2c39-43bf-8409-b8e62d2339de","Orchard Lea","char-offset:147150","PLACE","","","","","","UNVERIFIED","",""
"a616b00f-c7b6-40b6-96a2-7decf0ef2d28","Windsor Forest","char-offset:147166","PLACE","","","","","","UNVERIFIED","",""
"7d8e076b-f925-43a9-8a37-9d2af45d8c04","Cornwall","char-offset:150312","PLACE","http://sws.geonames.org/5113775","Cornwall-on-Hudson","41.44482","-74.0157","","UNVERIFIED","",""
"6bfd3462-b386-4046-b891-d57f4bbebf77","Hindhead","char-offset:150954","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"1058a805-65ee-44c3-ab9b-7ce0b89ec894","Surrey","char-offset:151013","PLACE","http://sws.geonames.org/5692466","Surrey","48.2364","-101.13349","","UNVERIFIED","",""
"42a2274e-eaca-4d59-9bd7-e24444265687","Surrey","char-offset:151111","PLACE","http://sws.geonames.org/5692466","Surrey","48.2364","-101.13349","","UNVERIFIED","",""
"6d8cdf6d-4caf-4668-8f7a-885eb8bc0ce3","Hindhead","char-offset:151758","PLACE","http://sws.geonames.org/2646863","Hindhead","51.11381","-0.73351","","UNVERIFIED","",""
"76fb944a-c5d6-4963-9c23-3199b2817371","Surrey","char-offset:152017","PLACE","http://sws.geonames.org/5692466","Surrey","48.2364","-101.13349","","UNVERIFIED","",""
"195fa53c-317a-4fe3-a5d2-363ff16b335c","Surrey","char-offset:152433","PLACE","http://sws.geonames.org/5692466","Surrey","48.2364","-101.13349","","UNVERIFIED","",""
"ce1758c4-c3e3-4045-9598-e60b29995aa7","South Devon","char-offset:152947","PLACE","http://pleiades.stoa.org/places/248025633","Grimspound","50.613326","-3.83738","settlement","UNVERIFIED","",""
"4cadab3e-352a-41c4-8444-f03f9ffd0199","Australia","char-offset:153097","PLACE","http://sws.geonames.org/2077456","Australia","-25.736503338149504","134.48623001282735","","UNVERIFIED","",""
"d7e5cf60-c49c-418d-95e5-aed65f142e18","Melbourne","char-offset:153135","PLACE","http://sws.geonames.org/2158177","Melbourne","-37.814","144.96332","","UNVERIFIED","",""
"8f760df6-0569-417c-a040-d09c59a82c7b","Melbourne","char-offset:153381","PLACE","http://sws.geonames.org/2158177","Melbourne","-37.814","144.96332","","UNVERIFIED","",""
"a754575e-f7c6-4e74-9502-7525f5679f10","Edinburgh","char-offset:155075","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"6e0a9b38-08bf-4037-91e2-a4c33013716a","Edinburgh","char-offset:155265","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"95d9d0b8-e035-46c0-baa7-4fa84c7964d3","Miles Range","char-offset:156100","PLACE","","","","","","UNVERIFIED","",""
"bd96804a-ce74-479b-aed5-86e6b9965878","Mooltan","char-offset:156541","PLACE","","","","","","UNVERIFIED","",""
"65ea838b-1463-4551-89ae-5d4c93dd2226","Ferozepore","char-offset:156826","PLACE","http://sws.geonames.org/1271883","Ferozepore","30.92574","74.61311","","UNVERIFIED","",""
"e7163756-6467-4349-8cb9-d174497797d3","Mooltan","char-offset:157267","PLACE","","","","","","UNVERIFIED","",""
"df0fb2f4-cf30-4e84-978e-cfc36fdbdf6d","France","char-offset:157605","PLACE","http://sws.geonames.org/3017382","France","46.557575440537526","2.5522572848112075","","UNVERIFIED","",""
"51e60639-0346-462b-a228-5169e12959b3","Scotland","char-offset:157620","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"936f24ab-f6cb-4fd1-bd92-c14ffd60a713","Edinburgh","char-offset:157963","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"bd2910b4-598f-456d-8209-43acf8ccf9e1","France","char-offset:158179","PLACE","http://sws.geonames.org/3017382","France","46.557575440537526","2.5522572848112075","","UNVERIFIED","",""
"603c04fb-137e-4097-9388-0b84f9cd6797","Orleans","char-offset:158627","PLACE","http://sws.geonames.org/3455784","Orleans","-28.35889","-49.29139","","UNVERIFIED","",""
"bdb338bf-6cb6-46e9-bd74-205d1a211897","Paris","char-offset:159286","PLACE","http://pleiades.stoa.org/places/109126","Lutetia|Lutetia/Parisius, Paris|Paris","48.852964","2.349952","amphitheatre,bath,settlement","UNVERIFIED","",""
"c536dde7-dfd6-4602-9a20-91ee906ddbad","Edinburgh","char-offset:159763","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"f021a336-86c7-4f4a-976f-668b4663e7ba","Paris","char-offset:159814","PLACE","http://pleiades.stoa.org/places/109126","Lutetia|Lutetia/Parisius, Paris|Paris","48.852964","2.349952","amphitheatre,bath,settlement","UNVERIFIED","",""
"a30f71f8-f418-4fbd-9f1d-e88791b72adf","England","char-offset:159942","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"29e17630-6412-4a28-af10-77850de9346c","Africa","char-offset:160003","PLACE","http://sws.geonames.org/6255146","Africa","6.42577000602419","18.274639053061836","","UNVERIFIED","",""
"5c50c9bb-8135-42ec-a072-e3069aa97e1e","England","char-offset:160026","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"c33cd055-8328-48da-902b-e71c11e94ea4","Wadhurst","char-offset:160056","PLACE","http://sws.geonames.org/2634918","Wadhurst","51.0623","0.33929","","UNVERIFIED","",""
"00000a10-9067-4bbf-b2fb-ada3c16fb726","West Dulwich","char-offset:160066","PLACE","","","","","","UNVERIFIED","",""
"6b3d8582-f100-4ba8-a4da-00a3cec7e47e","Africa","char-offset:160231","PLACE","http://sws.geonames.org/6255146","Africa","6.42577000602419","18.274639053061836","","UNVERIFIED","",""
"f7c171cf-921a-4f22-aa96-1208293f1764","Napa","char-offset:161175","PLACE","http://sws.geonames.org/5376095","Napa","38.29714","-122.28553","","UNVERIFIED","",""
"99f1db41-8bed-44fb-8388-73a1dcdde1a4","California","char-offset:161190","PLACE","http://sws.geonames.org/5332921","California","37.24235921742027","-119.60604445719355","","UNVERIFIED","",""
"fa56105d-4b3b-4cdb-8905-cd3ff0c4f003","Sierra","char-offset:162251","PLACE","http://sws.geonames.org/3516668","Sierra Papacal","21.12522","-89.73018","","UNVERIFIED","",""
"df7b7597-8419-4fda-b4c1-07a0abf06ecc","Carson Valley Pass","char-offset:162266","PLACE","","","","","","UNVERIFIED","",""
"b19da57b-eeda-4dfe-b2bc-099fd83ec35b","Carson Valley Pass","char-offset:162768","PLACE","","","","","","UNVERIFIED","",""
"98cf2501-c0e8-4a49-a3e2-1473713bb217","Southern States of America","char-offset:163019","PLACE","","","","","","UNVERIFIED","",""
"4ef1629a-2d89-47ea-a3f1-d5737d77ac50","Virginia","char-offset:163686","PLACE","http://sws.geonames.org/2059436","Virginia","-34.6663","138.56027","","UNVERIFIED","",""
"4b43d890-b5fa-4b6a-b3e1-77e28dada25a","Richmond","char-offset:164000","PLACE","http://sws.geonames.org/962330","Richmond","-29.87196","30.27235","","UNVERIFIED","",""
"a8030387-1eb7-4325-bf5f-00b3339cbbbc","Tralee","char-offset:167208","PLACE","http://sws.geonames.org/2961123","Tralee","52.27042","-9.70264","","UNVERIFIED","",""
"db5aca12-ec1f-470b-99c0-a9eb9d8f0b59","N.E.","char-offset:170698","PLACE","","","","","","UNVERIFIED","",""
"6ada3627-5d6e-4c03-89a8-ab4367fd629e","Washington","char-offset:170704","PLACE","http://sws.geonames.org/2634715","Washington","54.9","-1.51667","","UNVERIFIED","",""
"15638e10-ce64-4e2f-bc59-b5f9a6efe991","D.C.","char-offset:170716","PLACE","http://sws.geonames.org/3688685","Bogota D.C.","4.284570932539683","-74.19628720238097","","UNVERIFIED","",""
"023929c6-8e6a-4b75-86b9-60fc3639a874","Washington","char-offset:170746","PLACE","http://sws.geonames.org/2634715","Washington","54.9","-1.51667","","UNVERIFIED","",""
"a1e080a8-c892-4a69-aa35-23bb49d4d72d","D.C.","char-offset:170758","PLACE","http://sws.geonames.org/3688685","Bogota D.C.","4.284570932539683","-74.19628720238097","","UNVERIFIED","",""
"252cb1e1-0e8f-4008-a88e-42a7148bfd50","Washington","char-offset:170791","PLACE","http://sws.geonames.org/2634715","Washington","54.9","-1.51667","","UNVERIFIED","",""
"99486e22-a6cc-4a1e-a830-096d9f898fed","N.E.C.S.","char-offset:170803","PLACE","","","","","","UNVERIFIED","",""
"7dd5390e-c155-4e63-9728-833787c42dfa","London","char-offset:171925","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"4f0bd345-a501-482e-b8d0-89f19e86efd0","Chicago","char-offset:171936","PLACE","http://sws.geonames.org/4887398","Chicago","41.85003","-87.65005","","UNVERIFIED","",""
"f7b2a8c2-f4f9-4129-839a-82fada553b2b","Newcastle","char-offset:172114","PLACE","http://sws.geonames.org/971421","Newcastle","-27.75796","29.9318","","UNVERIFIED","",""
"f97484a3-268a-4892-baf3-00e05905726b","Durham","char-offset:172613","PLACE","http://sws.geonames.org/4464368","Durham","35.99403","-78.89862","","UNVERIFIED","",""
"4c776674-9555-4666-8098-c913a6cf6d77","Wissefjerda","char-offset:177614","PLACE","","","","","","UNVERIFIED","",""
"6b6ce743-1455-4739-9d33-c22c491332d6","Wissefjerda","char-offset:180044","PLACE","","","","","","UNVERIFIED","",""
"44daf59d-e5fb-450c-89c9-9139cac5f4c7","Wissefjerda","char-offset:180631","PLACE","","","","","","UNVERIFIED","",""
"085a1cba-8393-48d2-999f-7faaae8d3692","Sweden","char-offset:182763","PLACE","http://sws.geonames.org/2661886","Sweden","62.7925483465048","16.753693037543123","","UNVERIFIED","",""
"467dbccc-fcc9-48ef-8f77-cd13f2c939d9","Scotland","char-offset:182932","PLACE","http://sws.geonames.org/2638360","Scotland","","","","UNVERIFIED","",""
"07e00e01-0cd3-4687-9879-3e47236fcc15","Edinburgh","char-offset:182997","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"31303ae2-7f96-429f-bf78-24b56a085846","Great Britain","char-offset:183353","PLACE","http://sws.geonames.org/2635167","United Kingdom","54.125395081364154","-2.8597499154730794","","UNVERIFIED","",""
"268742b2-7c48-475b-847c-5013bb5f436a","Ayrshire","char-offset:183813","PLACE","","","","","","UNVERIFIED","",""
"461379b0-1f64-477d-9003-9921e4ee4852","London","char-offset:184340","PLACE","http://sws.geonames.org/2643743","London","51.50853","-0.12574","","UNVERIFIED","",""
"7795dd01-8026-433c-9ce5-4f9ef775acae","New Cumnock","char-offset:186270","PLACE","http://sws.geonames.org/2641658","New Cumnock","55.39563","-4.18458","","UNVERIFIED","",""
"18b15eb8-0206-4e35-96e1-f4bd0e7eeb2c","Australia","char-offset:186776","PLACE","http://sws.geonames.org/2077456","Australia","-25.736503338149504","134.48623001282735","","UNVERIFIED","",""
"5d650e04-3d80-48ee-a814-43257a29a009","New Cumnock","char-offset:187569","PLACE","http://sws.geonames.org/2641658","New Cumnock","55.39563","-4.18458","","UNVERIFIED","",""
"e7cc0380-23ae-4981-900a-2099b491af64","Ayrshire","char-offset:187582","PLACE","","","","","","UNVERIFIED","",""
"66b6f8be-8522-4b47-90a0-5a85d403d21f","Ayrshire","char-offset:187672","PLACE","","","","","","UNVERIFIED","",""
"2ad5ad5a-14e3-43cc-af1f-b37f18170fea","Cape","char-offset:188444","PLACE","http://pleiades.stoa.org/places/599688","Kantharion Pr.|Kantharion Pr., cape","37.676","26.592","cape","UNVERIFIED","",""
"41f7969d-1131-492c-a3a6-2373b9403a4a","Edinburgh","char-offset:188735","PLACE","http://sws.geonames.org/2650225","Edinburgh","55.95206","-3.19648","","UNVERIFIED","",""
"281e4aeb-b9ce-4606-b9c0-9c212c2c2072","Belize","char-offset:189210","PLACE","http://sws.geonames.org/3582676","Belize","17.565888230127364","-88.37464042599913","","UNVERIFIED","",""
"47291878-c79a-4c77-b746-79daed084f0d","Honduras","char-offset:189226","PLACE","http://sws.geonames.org/3608932","Honduras","14.824405784514875","-86.59889592030618","","UNVERIFIED","",""
"29ac5de2-a783-4223-ba3e-32bfe174bccd","Belize","char-offset:189343","PLACE","http://sws.geonames.org/3582676","Belize","17.565888230127364","-88.37464042599913","","UNVERIFIED","",""
"6d1cf42b-2b45-408e-aca2-c0aed43b9214","Grenada","char-offset:189441","PLACE","http://sws.geonames.org/3580239","Grenada","12.155812297388765","-61.65222047071117","","UNVERIFIED","",""
"7d3bb3b2-907a-44ef-86ec-6e15ef7845b1","England","char-offset:189485","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"529a6d03-edac-4a3d-a587-3c6e4898fcc3","Gloucester Road","char-offset:190283","PLACE","","","","","","UNVERIFIED","",""
"a5e3ce3b-954c-45b4-9793-34cbaad4590b","Kew","char-offset:190300","PLACE","http://sws.geonames.org/2161540","Kew","-37.80639","145.03086","","UNVERIFIED","",""
"355b48bb-f43e-4c72-9f12-5d5f1d703a3a","Bristol","char-offset:190427","PLACE","http://sws.geonames.org/5282835","Bristol","41.67176","-72.94927","","UNVERIFIED","",""
"205fb824-6e51-435a-8a72-37b2e8d373c1","Oxford","char-offset:190688","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"134afa16-0130-4a0c-8cb9-642105957678","Oxford","char-offset:190821","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"33380a93-fd4f-4f6d-9001-b5ef7a6e6a45","Bristol","char-offset:190913","PLACE","http://sws.geonames.org/5282835","Bristol","41.67176","-72.94927","","UNVERIFIED","",""
"c6fd7e8a-093a-480f-b86d-b56d0d98f7e1","Oxford","char-offset:191090","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"3c3f0134-e103-4c8e-bb6a-a2154d7bca91","Oxford","char-offset:191256","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"23798180-4920-4f7e-b75c-d92d6add1bfb","Oxford","char-offset:191962","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"3977c033-77e3-40ce-9878-54b06e182631","Bristol","char-offset:192266","PLACE","http://sws.geonames.org/5282835","Bristol","41.67176","-72.94927","","UNVERIFIED","",""
"95ca6231-a160-49e4-a4fd-b24760563988","Oxford","char-offset:192277","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"ef209b13-6525-4476-bd2f-7caca99b7153","Oxford","char-offset:192854","PLACE","http://sws.geonames.org/2640729","Oxford","51.75222","-1.25596","","UNVERIFIED","",""
"ded6da59-c2dc-4327-9126-a994cc9e7b30","Southampton","char-offset:200099","PLACE","http://sws.geonames.org/2637487","Southampton","50.90395","-1.40428","","UNVERIFIED","",""
"89c8d459-c485-4d20-8fe7-1e89b5ba7cd3","Skye","char-offset:202454","PLACE","http://sws.geonames.org/8299863","Isle of Skye","57.3619","-6.24727","","UNVERIFIED","",""
"8a33aa58-f3af-4667-902f-810a0a9ab3ff","Skye","char-offset:202513","PLACE","http://sws.geonames.org/8299863","Isle of Skye","57.3619","-6.24727","","UNVERIFIED","",""
"06b697cd-1c03-451d-8f4e-13558f6b7d34","England","char-offset:202623","PLACE","http://sws.geonames.org/6269131","England","","","","UNVERIFIED","",""
"41f2f496-0af6-49aa-8d56-f799c97d1be9","Pall Mall Gazette","char-offset:204001","PLACE","","","","","","UNVERIFIED","",""
